name,url,area,type,rank
https://www.instabase.jp/space/5750329482,ゴールドスペース 前の画像へ 次の画像へ お気に入りに登録する 今すぐ予約可能 インボイス対応 AI 札幌駅北口より徒歩1分、目の前のビル9階に位置する多目的スペースが、今なら特別価格でご利用いただけます。46型TVやWi-Fi完備の完全個室は、1名から最大12名まで対応し、飲食持ち込みやレイアウト変更も自由で、会議、セミナー、オフ会、ライブ配信など幅広い用途に最適です。窓から札幌駅を望む開放的な空間で、1階のコンビニなど周辺施設も充実しており、無人運営だからこそお得に快適な時間をお過ごしいただけます。,1,320,1,21,
https://www.instabase.jp/space/3836407876,前の画像へ 次の画像へ お気に入りに登録する 今すぐ予約可能 インボイス対応 AI 札幌駅徒歩1分の好立地に位置する「PSP会議室 札幌①」は、1階にコンビニがあり、窓からは駅の景色が広がる快適な貸し会議室です。1時間836円からの手頃な料金で、1名様から最大14名様まで、会議やセミナー、勉強会、自習など幅広い用途にご利用いただけます。完全個室でレイアウトも自由、Wi-Fiやホワイトボードも完備しており、飲食持ち込みや機密性の高い会議にも最適です。,1,145,1,17,836
https://www.instabase.jp/space/5539181519,前の画像へ 次の画像へ お気に入りに登録する 今すぐ予約可能 インボイス対応 AI JR札幌駅北口より徒歩10秒、札幌駅を一望できる20㎡の明るく開放的なカラフルな個室は、会議や研修、テレワークに最適な空間です。43インチ大型ディスプレイ、Webカメラ、無料Wi-Fi完備で快適なオンライン環境をサポートし、オゾン発生装置で清潔さも確保。最大8名利用可で、整体や美容レッスンにも対応する施術ベッドも備え、ビジネスからプライベートまで幅広いシーンにご利用いただけます。 ＜カラフル会議室🌈札幌駅前＞【室内動画あり】⭐️ｲﾝﾎﾞｲｽ対応⭐️自然光,2,247,8,20,
https://www.instabase.jp/space/8449113775,前の画像へ 次の画像へ お気に入りに登録する 今すぐ予約可能 インボイス対応 AI 札幌駅北口から目の前徒歩10秒の好立地ながら、Wi-Fi無しの超格安でご利用いただける完全個室スペースです。 1名から最大8名まで利用可能で、会議やセミナーはもちろん、飲食持ち込み自由で女子会や勉強会、テレワークなど多様なシーンに最適。,2,70,1,15,
https://www.instabase.jp/space/6995264422,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 AI 札幌駅より徒歩4分とアクセス抜群のH¹T札幌「会議室01」は、モニター・Wi-Fi完備の施錠可能な完全個室で、最大8名様まで快適にご利用いただけます。テレワーク、オフサイトミーティング、重要な商談やWEB会議まで、多様なビジネスシーンに最適なプライベート空間を提供します。周囲を気にせず集中できる環境で、効率的な業務と最高のパフォーマンスを実現しませんか。 H¹T札幌,4,9,8,10,
https://www.instabase.jp/space/3280392773,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 AI 札幌駅徒歩5分の好立地にある「BIZcomfort札幌」の6名用会議室は、高速Wi-Fi、ホワイトボード、フリードリンク完備の完全個室です。テレワークやWEB会議、商談はもちろん、レッスンや研修まで幅広い用途に最適で、コンシェルジュによるサポートも受けられます。清潔で快適な空間を1時間1100円でご利用いただけますので、ぜひこの機会にご予約ください。 【札幌駅徒歩5分】6名用会議室✨#完全個室#高速インターネット#Wi-Fi完備#ホワイトボード#テレワーク＃WEB会議,5,66,6,20,1100
https://www.instabase.jp/space/7900549268,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 AI 札幌駅から徒歩4分の好立地にあるH¹T札幌は、施錠可能な完全個室で、モニター・Wi-Fiを完備し、集中できる環境を提供します。1〜6名様でご利用いただける本スペースは、対面での打ち合わせはもちろん、WEB会議や商談、テレワークにも最適です。ビジネスに必要な設備とプライベート空間が融合したH¹T札幌の会議室02で、生産性の高い時間を過ごしませんか？ H¹T札幌,4,17,6,10,
https://www.instabase.jp/space/2515535077,前の画像へ 次の画像へ お気に入りに登録する 今すぐ予約可能 AI 大通駅から徒歩1分の好立地、さっぽろテレビ塔近くに位置する「あいあい会議室 大通」の4階は、落ち着いた雰囲気の貸切スペースです。 プロジェクターや無料Wi-Fiなど備品も充実しており、1名から最大14名様まで多様な用途でご利用いただけます。,1,169,1,22,
https://www.instabase.jp/space/6419936141,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 直前割 AI 札幌で最も好立地な会議室・ミーティングスペース、西４丁目駅から徒歩2分のモダンでナチュラルな個室空間で、快適な時間をお過ごしください。,2,10,1,27,
https://www.instabase.jp/space/6565277530,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 AI 札幌駅から徒歩4分のH¹T札幌OPENSPACEは、お一人様でのテレワークやサテライトオフィス利用に最適な共同ワークスペースです。H¹T独自の全席で会話・通話・WEB会議が可能な環境により、周囲を気にすることなく集中して作業に取り組めます。レビュー評価4.26を誇る快適な空間で、効率的なデスクワークやビジネスを始めてみませんか。 H¹T札幌,4,36,1,10,
https://www.instabase.jp/space/657111966,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 AI 札幌駅徒歩4分、H¹T札幌の施錠可能な完全個室は、壁と扉で仕切られたプライベートな貸切スペースです。モニター、Wi-Fi、ホワイトボードを完備し、1〜4名様での会議や商談、ゲストを招いたWEB会議に最適です。テレワークやサテライトオフィス、オフサイトミーティングなど、あらゆるビジネスシーンで集中できる快適な環境をご提供します。 H¹T札幌,4,17,4,10,
https://www.instabase.jp/space/734518361,前の画像へ 次の画像へ お気に入りに登録する 予約リクエスト制 インボイス対応 直前割 AI 西４丁目駅から徒歩2分の好立地を誇る「ミーティングルーム5F」は、札幌市中央区の中心でモダンかつ大人の雰囲気が魅力の貸切空間です。最大8名様まで着席可能で、Free,2,6,8,27,
